ds,y
,BTC-USD
2025-09-18,117137.203125
2025-09-19,115688.859375
2025-09-20,115721.9609375
2025-09-21,115306.09375
2025-09-22,112748.5078125
2025-09-23,112014.5
2025-09-24,113328.6328125
2025-09-25,109049.2890625
2025-09-26,109712.828125
2025-09-27,109681.9453125
2025-09-28,112122.640625
2025-09-29,114400.3828125
2025-09-30,114056.0859375
2025-10-01,118648.9296875
2025-10-02,120681.2578125
2025-10-03,122266.53125
2025-10-04,122425.4296875
2025-10-05,123513.4765625
2025-10-06,124752.53125
2025-10-07,121451.3828125
2025-10-08,123354.8671875
2025-10-09,121705.5859375
2025-10-10,113214.3671875
2025-10-11,110807.8828125
2025-10-12,115169.765625
2025-10-13,115271.078125
2025-10-14,113118.6640625
2025-10-15,110783.1640625
2025-10-16,108186.0390625
2025-10-17,106467.7890625
2025-10-18,107198.265625
2025-10-19,108666.7109375
2025-10-20,110588.9296875
2025-10-21,108476.890625
2025-10-22,107688.5859375
2025-10-23,110069.7265625
2025-10-24,111033.921875
2025-10-25,111641.7265625
2025-10-26,114472.4453125
2025-10-27,114119.328125
2025-10-28,112956.1640625
2025-10-29,110055.3046875
2025-10-30,108305.546875
2025-10-31,109556.1640625
2025-11-01,110064.015625
2025-11-02,110639.625
2025-11-03,106547.5234375
2025-11-04,101590.5234375
2025-11-05,103891.8359375
2025-11-06,101301.2890625
2025-11-07,103372.40625
2025-11-08,102282.1171875
2025-11-09,104719.640625
2025-11-10,105996.59375
2025-11-11,102997.46875
2025-11-12,101663.1875
2025-11-13,99697.4921875
2025-11-14,94397.7890625
2025-11-15,95549.1484375
2025-11-16,94177.078125
2025-11-17,92093.875
2025-11-18,92948.875
2025-11-19,91465.9921875
2025-11-20,86631.8984375
2025-11-21,85090.6875
2025-11-22,84648.359375
2025-11-23,86805.0078125
2025-11-24,88270.5625
2025-11-25,87341.890625
2025-11-26,90518.3671875
2025-11-27,91285.375
2025-11-28,90919.265625
2025-11-29,90851.7578125
2025-11-30,90394.3125
